769359,717495,769444,769443,717497,717493,717498,769467,769358,769346,769345
60.125,65.125,64.625,66.25,67.25,59.125,52.25,66.0,63.875,64.625,65.5
65.22222222222223,68.0,62.11111111111112,65.77777777777777,68.22222222222223,61.888888888888886,54.66666666666666,67.77777777777777,63.55555555555556,67.44444444444444,68.0
59.25,66.125,60.375,67.375,69.0,60.5,54.375,66.375,64.125,68.125,67.625
50.07783579867125,53.07797138531337,48.4109010965498,51.29292735612759,54.815918207560834,48.02595660949575,44.03737801833706,53.62332691178346,50.25957021697563,53.220849520363764,51.9408724832528
50.07783579867125,53.07797138531337,48.4109010965498,51.29292735612759,54.815918207560834,48.02595660949575,44.03737801833706,53.62332691178346,50.25957021697563,53.220849520363764,51.9408724832528
61.333333333333336,66.0,53.0,61.66666666666666,65.66666666666667,64.33333333333333,48.66666666666666,68.33333333333333,59.0,66.66666666666667,67.0
57.875,60.375,55.0,66.375,68.125,54.25,55.5,66.125,63.875,57.75,64.25
58.25,66.375,61.75,64.875,64.375,58.125,52.375,56.25,59.875,60.0,65.0
54.75,65.125,60.875,64.875,66.25,61.125,51.375,60.875,62.875,63.75,61.75
56.875,66.5,52.625,65.25,65.25,59.75,51.375,61.0,63.25,68.0,63.625
59.22222222222222,62.77777777777778,57.77777777777778,64.0,66.22222222222223,59.22222222222222,47.55555555555556,64.11111111111111,63.11111111111112,62.66666666666666,65.33333333333333
57.375,66.0,58.0,63.0,65.625,64.875,51.25,61.375,61.75,64.75,62.375
56.75,61.25,57.875,64.375,65.0,57.25,52.375,64.125,58.375,63.625,62.375
56.66666666666666,62.22222222222222,60.22222222222222,66.77777777777777,64.22222222222223,60.0,53.888888888888886,62.77777777777778,62.22222222222222,60.0,63.44444444444444
58.125,65.625,62.75,62.625,63.375,62.375,50.375,62.375,59.625,67.125,64.25
55.888888888888886,62.333333333333336,58.66666666666666,65.0,66.0,56.55555555555556,52.77777777777778,64.33333333333333,60.888888888888886,63.333333333333336,61.66666666666666
58.625,65.125,49.0,64.0,63.375,63.875,55.75,62.5,59.125,64.5,63.375
53.77777777777778,61.55555555555556,56.888888888888886,63.44444444444444,65.44444444444444,55.333333333333336,51.66666666666666,62.55555555555556,61.22222222222222,63.44444444444444,61.333333333333336
