773869,773906,717578,760987,718204,773927,761604,716554,773953,773954,773939,774067,773880,718379,761599,717099,773916,716968,717576,717573,717572,717571,717570,718090,718496,773904,718499,761003,717582,717583,717580,759772,774204
64.375,68.5,65.125,64.375,60.75,62.0,48.25,63.5,55.75,63.875,64.0,52.5,64.5,57.625,55.75,67.375,65.75,63.125,68.625,61.5,67.125,69.25,65.375,50.125,57.625,59.75,63.5,66.75,68.25,62.0,64.5,52.625,64.5
62.66666666666666,65.44444444444444,66.88888888888889,63.0,64.33333333333333,64.44444444444444,52.11111111111112,56.0,60.888888888888886,62.333333333333336,69.44444444444444,34.666666666666664,66.77777777777777,57.44444444444444,60.55555555555556,63.55555555555556,68.11111111111111,57.77777777777778,65.0,62.77777777777778,68.44444444444444,69.55555555555556,62.55555555555556,55.22222222222222,69.0,61.333333333333336,62.888888888888886,64.22222222222223,66.77777777777777,66.55555555555556,67.33333333333333,51.66666666666666,66.66666666666667
64.0,65.25,67.875,63.875,64.875,65.25,50.625,59.125,62.375,61.5,58.75,50.0,66.625,58.375,54.875,65.25,67.5,62.625,65.75,61.75,64.0,66.0,64.75,56.5,57.125,60.875,58.125,68.0,64.0,67.375,65.25,49.375,56.5
54.63135863141554,59.156519656473506,59.71073176955972,54.61817956349202,54.223584225356774,54.51553557765722,46.18159004342492,49.97558295308882,54.589426847127676,56.400064713385326,49.95387652746286,54.64300029039405,62.098697430361106,50.78656149959973,52.317806080765706,58.80936360655366,57.32893451362039,50.357184436274494,55.39395911142234,57.10787555763039,57.58233773833623,57.74977120477831,61.34819168408076,47.095302276003146,49.61871946695324,54.315704453077615,53.60909417007549,59.41758906108752,61.933348987743116,58.52570698418269,59.1141126936886,49.84713995551921,51.217523027729506
54.63135863141554,59.156519656473506,59.71073176955972,54.61817956349202,54.223584225356774,54.51553557765722,46.18159004342492,49.97558295308882,54.589426847127676,56.400064713385326,49.95387652746286,54.64300029039405,62.098697430361106,50.78656149959973,52.317806080765706,58.80936360655366,57.32893451362039,50.357184436274494,55.39395911142234,57.10787555763039,57.58233773833623,57.74977120477831,61.34819168408076,47.095302276003146,49.61871946695324,54.315704453077615,53.60909417007549,59.41758906108752,61.933348987743116,58.52570698418269,59.1141126936886,49.84713995551921,51.217523027729506
57.333333333333336,65.33333333333333,69.0,70.0,67.0,69.0,49.0,53.66666666666666,59.333333333333336,63.0,58.333333333333336,32.0,69.66666666666667,55.0,56.66666666666666,69.33333333333333,69.0,52.66666666666666,66.33333333333333,55.66666666666666,68.33333333333333,68.0,68.0,47.333333333333336,68.33333333333333,59.333333333333336,58.0,62.0,70.0,62.0,70.0,54.66666666666666,68.33333333333333
66.5,60.375,67.75,65.875,65.125,69.75,55.25,54.0,64.125,55.875,65.625,37.875,66.0,52.875,55.75,62.875,67.5,54.875,64.25,62.875,65.875,66.0,61.5,52.625,65.875,62.375,62.5,69.625,61.75,68.0,68.5,52.0,59.5
63.625,59.375,65.875,62.75,65.75,68.125,46.375,55.375,61.75,55.75,59.625,36.5,68.25,60.875,54.625,65.75,63.25,60.25,61.125,62.25,59.5,63.125,67.125,55.75,62.875,58.125,52.125,66.5,68.5,67.125,65.0,53.625,59.75
68.75,67.375,66.625,60.125,67.875,66.0,51.125,59.375,63.875,61.375,54.875,47.75,64.625,56.25,61.875,63.375,68.375,60.375,65.75,66.875,63.625,66.5,62.625,55.875,61.5,64.125,56.875,66.875,64.875,66.25,67.625,59.375,61.25
