time,769953,769819,769941,769831,769847,769867,769926,769806
2012-03-01T00:00:00Z,59.75,41.25,62.0,42.25,53.75,61.75,69.875,66.42857142857143
2012-03-01T00:05:00Z,63.11111111111112,56.77777777777778,67.22222222222223,52.333333333333336,54.66666666666666,67.22222222222223,63.0,58.55555555555556
2012-03-01T00:10:00Z,35.625,49.125,51.25,43.625,50.875,52.125,54.875,59.25
2012-03-01T00:15:00Z,52.22936607513364,56.39174385031798,56.99420305159117,55.205875243615615,54.966108584637844,53.915647069012714,57.115527044151065,59.79575434340393
2012-03-01T00:20:00Z,52.22936607513364,56.39174385031798,56.99420305159117,55.205875243615615,54.966108584637844,53.915647069012714,57.115527044151065,59.79575434340393
2012-03-01T00:25:00Z,41.333333333333336,52.66666666666666,57.66666666666666,52.0,33.333333333333336,42.0,54.333333333333336,57.333333333333336
2012-03-01T00:30:00Z,48.875,51.625,48.875,50.75,46.75,31.75,57.5,44.625
2012-03-01T00:35:00Z,42.0,52.75,53.25,50.0,42.25,43.0,47.5,64.125
2012-03-01T00:40:00Z,30.375,45.375,44.875,45.125,45.625,34.5,51.875,64.375
2012-03-01T00:45:00Z,44.0,46.75,57.0,50.5,49.125,42.375,60.5,58.875
2012-03-01T00:50:00Z,48.0,49.55555555555556,51.333333333333336,49.44444444444444,55.333333333333336,26.77777777777778,57.55555555555556,57.44444444444444
2012-03-01T00:55:00Z,54.125,43.75,56.0,46.125,49.75,52.625,57.75,58.75
2012-03-01T01:00:00Z,54.375,56.75,57.625,58.875,47.875,48.625,52.125,55.142857142857146
2012-03-01T01:05:00Z,45.55555555555556,48.77777777777778,45.66666666666666,51.44444444444444,48.333333333333336,48.55555555555556,57.44444444444444,55.333333333333336
2012-03-01T01:10:00Z,54.75,42.75,54.375,38.0,40.0,36.625,55.285714285714285,53.0
2012-03-01T01:15:00Z,48.55555555555556,55.888888888888886,57.55555555555556,46.0,37.25,17.333333333333332,48.375,56.5
2012-03-01T01:20:00Z,52.125,51.875,59.125,49.375,54.375,47.0,57.0,61.0
